FID,OBJECTID,SHAPE,BASIS_TYP_TXT,BASIS_TYP,SE_ANNO_CAD_DATA
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_418,5180027,POINT (16.41387891225813 48.21970345010369),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_419,5180028,POINT (16.405307753544548 48.23099414861909),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_41a,5180029,POINT (16.402920831636326 48.22805679008399),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_41b,5180030,POINT (16.351970208455732 48.19390959847935),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_41c,5180031,POINT (16.349449252695432 48.22440062418191),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_41d,5180032,POINT (16.44002612023456 48.146899336613444),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_41e,5180033,POINT (16.343921755333092 48.270301203163406),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_41f,5180034,POINT (16.316994858285696 48.200754979659955),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_420,5180035,POINT (16.350955691066723 48.199545929903145),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_421,5180036,POINT (16.380944123622434 48.3011246174674),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_422,5180037,POINT (16.36585604936208 48.225250224565734),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_423,5180038,POINT (16.381877123895894 48.213542997444975),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_424,5180039,POINT (16.498476704755895 48.255417064708766),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_425,5180040,POINT (16.383314522215013 48.150052445310585),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_426,5180041,POINT (16.336512671825687 48.20880343300368),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_427,5180042,POINT (16.300661597683035 48.18511379642576),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_428,5180043,POINT (16.34854491286717 48.214914856959105),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_429,5180044,POINT (16.3317341658071 48.217298194622394),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_42a,5180045,POINT (16.229698103333988 48.148991596284255),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_42b,5180046,POINT (16.321717500745514 48.21869357864825),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_42c,5180047,POINT (16.494030543781193 48.22566922108185),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_42d,5180048,POINT (16.38647753983354 48.188511018048196),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_42e,5180049,POINT (16.339766455465448 48.20611864041464),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_42f,5180050,POINT (16.54513285959976 48.233160605183606),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_430,5180051,POINT (16.3476562727164 48.19107323006817),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_431,5180052,POINT (16.335197719011067 48.21115091904004),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_432,5180053,POINT (16.334783788773347 48.209088461154025),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_433,5180054,POINT (16.376940569409225 48.24084660384841),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_434,5180055,POINT (16.34955722973019 48.20801268899256),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_435,5180056,POINT (16.400084870263903 48.18577228658347),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_436,5180057,POINT (16.348591311720707 48.1944919414088),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_437,5180058,POINT (16.331854251727513 48.20952002347716),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_438,5180059,POINT (16.3524572104111 48.20815121496672),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_439,5180060,POINT (16.369850387723176 48.21014184558271),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_43a,5180061,POINT (16.36255178256349 48.22577026125115),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_43b,5180062,POINT (16.4233584839309 48.22631344500725),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_43c,5180063,POINT (16.422320778868933 48.22935809382621),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_43d,5180064,POINT (16.28158603979285 48.24206154787553),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_43e,5180065,POINT (16.273822022832572 48.242508298651494),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_43f,5180066,POINT (16.418557074597576 48.2458338722164),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_440,5180067,POINT (16.47095657928843 48.25762583332688),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_441,5180068,POINT (16.46208386749851 48.25745100223346),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_442,5180069,POINT (16.500949961115953 48.25624451294977),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_443,5180070,POINT (16.445035313723505 48.26174041542816),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_444,5180071,POINT (16.32862937478147 48.20727135768066),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_445,5180072,POINT (16.39916043449316 48.256402446532825),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_446,5180073,POINT (16.47101220036928 48.20863143414019),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_447,5180074,POINT (16.32789817310316 48.21566762937176),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_448,5180075,POINT (16.359552713169535 48.21097110650302),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_449,5180076,POINT (16.42210003959612 48.24435442705354),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_44a,5180077,POINT (16.364757163224102 48.21412920217817),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_44b,5180078,POINT (16.372943384847922 48.255543603977685),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_44c,5180079,POINT (16.497124253583852 48.21180934537773),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_44d,5180080,POINT (16.43247921990388 48.244566878892996),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_44e,5180081,POINT (16.405372052576556 48.30406975531127),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_44f,5180082,POINT (16.2763029345459 48.24007154842578),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_450,5180083,POINT (16.474253253802488 48.205590202514934),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_451,5180084,POINT (16.268874013141662 48.245233233514874),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_452,5180085,POINT (16.358413231008907 48.20926605081603),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_453,5180086,POINT (16.33892376149792 48.21167405781229),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_454,5180087,POINT (16.415028672008297 48.2435563339188),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_455,5180088,POINT (16.342068003488674 48.21195991011685),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_456,5180089,POINT (16.45054908161278 48.21316356486898),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_457,5180090,POINT (16.41264586074764 48.22056517438635),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_458,5180091,POINT (16.34157112437841 48.18970918292241),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_459,5180092,POINT (16.476412856440973 48.205990031139294),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_45a,5180093,POINT (16.3372441162545 48.20519887079168),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_45b,5180094,POINT (16.25365879316164 48.14507349535058),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_45c,5180095,POINT (16.372434205527952 48.2109689343255),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_45d,5180096,POINT (16.342432284870878 48.21192061010288),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_45e,5180097,POINT (16.465794247812546 48.21075791791451),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_45f,5180098,POINT (16.400772284022754 48.21294725749725),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_460,5180099,POINT (16.455643669477766 48.21061440576948),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_461,5180100,POINT (16.473830165223102 48.21137079916032),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_462,5180101,POINT (16.42033421890545 48.215046114295255),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_463,5180102,POINT (16.335547490358202 48.20407113166499),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_464,5180103,POINT (16.31838609305106 48.19929122743375),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_465,5180104,POINT (16.376660989137513 48.21170024764263),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_466,5180105,POINT (16.405239337355745 48.2367872450472),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_467,5180106,POINT (16.40397958995329 48.22723894419101),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_468,5180107,POINT (16.409788069210006 48.25612570004256),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_469,5180108,POINT (16.451849307854303 48.221214277268245),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_46a,5180109,POINT (16.492431215273488 48.21739932956175),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_46b,5180110,POINT (16.291445305755865 48.23321012388821),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_46c,5180111,POINT (16.29886522783139 48.2309870687344),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_46d,5180112,POINT (16.440390285569062 48.2270992234494),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_46e,5180113,POINT (16.450651095977953 48.19426966949403),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_46f,5180114,POINT (16.377584752939796 48.23978370463432),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_470,5180115,POINT (16.36663243684651 48.27816194742802),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_471,5180116,POINT (16.40459335835627 48.23684926188055),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_472,5180117,POINT (16.330545627865437 48.214107338227564),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_473,5180118,POINT (16.337558183166536 48.21500357980832),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_474,5180119,POINT (16.44549136628674 48.20240881356597),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_475,5180120,POINT (16.44237172337741 48.20589012493003),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_476,5180121,POINT (16.458361335378893 48.195694204167815),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_477,5180122,POINT (16.396167594132155 48.255761537068814),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_478,5180123,POINT (16.486349632645517 48.25131306355224),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_479,5180124,POINT (16.48526788809506 48.22086716764127),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_47a,5180125,POINT (16.4619893860347 48.259976419418535),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_47b,5180126,POINT (16.38743668384095 48.21948827173224),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_47c,5180127,POINT (16.50442082438961 48.23842468661449),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_47d,5180128,POINT (16.456916211514006 48.21584873548162),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_47e,5180129,POINT (16.368162655430773 48.21453965074185),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_47f,5180130,POINT (16.43007038756904 48.208001781051586),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_480,5180131,POINT (16.248164813483875 48.210007066625145),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_481,5180132,POINT (16.371067107333914 48.23274975305572),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_482,5180133,POINT (16.48966030501449 48.22648799514953),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_483,5180134,POINT (16.32103714378226 48.224372480205005),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_484,5180135,POINT (16.497438272987807 48.25109707319895),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_485,5180136,POINT (16.458943758778016 48.216386086193204),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_486,5180279,POINT (16.375866784508606 48.19029445167457),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_487,5180280,POINT (16.33237285355009 48.19365580584864),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_488,5180281,POINT (16.364450780551735 48.18655241110504),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_489,5180282,POINT (16.37052844095567 48.20946426844379),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_48a,5180283,POINT (16.371529573105377 48.20958707143848),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_48b,5180284,POINT (16.31570708096498 48.21246790428376),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_48c,5180285,POINT (16.37273847058861 48.18220488551299),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_48d,5180286,POINT (16.345041745540787 48.20168631909704),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_48e,5180287,POINT (16.37065577528317 48.206379196167575),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_48f,5180288,POINT (16.34438841019758 48.22490347886729),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_490,5180289,POINT (16.371220682371796 48.19110749658293),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_491,5180290,POINT (16.402427645348453 48.21543370710639),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_492,5180291,POINT (16.34385084790014 48.20645084000757),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_493,5180292,POINT (16.365452456146347 48.21190057842073),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_494,5180293,POINT (16.34193877533742 48.20667561603802),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_495,5180294,POINT (16.333523199383965 48.20929345776641),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_496,5180295,POINT (16.33033779330272 48.20987246448479),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_497,5180296,POINT (16.329659094753183 48.2098641595287),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_498,5180297,POINT (16.316287672483384 48.21200473494817),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_499,5180298,POINT (16.437615654629532 48.25516115403074),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_49a,5180299,POINT (16.352555585228533 48.1814304865577),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_49b,5180300,POINT (16.349805356247597 48.20416568368607),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_49c,5180301,POINT (16.33319168377534 48.21643915108297),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_49d,5180302,POINT (16.41159481717926 48.221550212232415),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_49e,5180303,POINT (16.447753794044253 48.15233427434758),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_49f,5180304,POINT (16.36704442510855 48.20815067752237),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_4a0,5180305,POINT (16.38622032387204 48.215869533209876),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_4a1,5180306,POINT (16.332760088615363 48.19176459859531),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_4a2,5180307,POINT (16.386886838291066 48.22264506483276),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_4a3,5180308,POINT (16.464877749344865 48.15449217326365),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_4a4,5180309,POINT (16.491455108565344 48.25919029764398),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_4a5,5180310,POINT (16.27023645769188 48.24440890349491),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_4a6,5180311,POINT (16.44349244667321 48.19876117242448),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_4a7,5180312,POINT (16.36790610654062 48.248789264914066),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_4a8,5180313,POINT (16.35303000969928 48.239147590487974),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_4a9,5180314,POINT (16.31721319092227 48.23653404228721),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_4aa,5180315,POINT (16.326175044952684 48.21050213610145),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_4ab,5180316,POINT (16.32884223888711 48.210082827907),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_4ac,5180317,POINT (16.3772199228911 48.1767760393011),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_4ad,5180318,POINT (16.231934199240545 48.202708158622364),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_4ae,5180319,POINT (16.252972340555765 48.19830444729943),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_4af,5180320,POINT (16.25270780343197 48.17697834328258),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_4b0,5180321,POINT (16.256824027760512 48.16685027551403),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_4b1,5180322,POINT (16.22253505734062 48.15335649722361),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_4b2,5180323,POINT (16.184141164333504 48.16260261902676),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_4b3,5180324,POINT (16.33842390080698 48.167520216995506),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_4b4,5180325,POINT (16.338819447272492 48.16549033978456),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_4b5,5180326,POINT (16.35833952569055 48.159562759758884),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_4b6,5180327,POINT (16.378601442309364 48.207209592517174),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_4b7,5180328,POINT (16.404894318788788 48.219480623326504),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_4b8,5180329,POINT (16.391369116467228 48.20926408236117),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_4b9,5180330,POINT (16.363486136864235 48.191115222376595),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_4ba,5180331,POINT (16.358326022974566 48.20065482244331),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_4bb,5180332,POINT (16.34912653671702 48.19802184963224),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_4bc,5180333,POINT (16.25542680011075 48.17852208385892),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_4bd,5180334,POINT (16.26772299559618 48.1508279000554),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_4be,5180335,POINT (16.377380983844155 48.217406233004716),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_4bf,5180336,POINT (16.40210272138251 48.221683680841494),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_4c0,5180337,POINT (16.39021371460667 48.20304349372355),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_4c1,5180338,POINT (16.391018319961713 48.20249182325987),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_4c2,5180339,POINT (16.36042099432667 48.197243258301995),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_4c3,5180340,POINT (16.363515618573437 48.19857714875676),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_4c4,5180341,POINT (16.36229482011108 48.197889826984955),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_4c5,5180342,POINT (16.364822227980927 48.199262174253334),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_4c6,5180343,POINT (16.33279872864742 48.180279919150074),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_4c7,5180344,POINT (16.33310518353029 48.18095420580663),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_4c8,5180345,POINT (16.326515185708672 48.19102559517609),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_4c9,5180346,POINT (16.36917156420639 48.23124709161744),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_4ca,5180347,POINT (16.335905072586495 48.210496611228),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_4cb,5180348,POINT (16.34162411192442 48.24262127331233),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_4cc,5180349,POINT (16.34461038743917 48.225674891383306),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_4cd,5180350,POINT (16.336601741224182 48.27519482864341),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_4ce,5180351,POINT (16.334253548028205 48.22131858167767),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_4cf,5180352,POINT (16.36339927796041 48.21286668455832),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_4d0,5180353,POINT (16.37764620525959 48.173975467266935),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_4d1,5180354,POINT (16.334906460104524 48.21915489822968),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_4d2,5180355,POINT (16.374370568710464 48.18439965022863),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_4d3,5180356,POINT (16.33574879351764 48.20973743145106),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_4d4,5180357,POINT (16.418916093984876 48.231618173627865),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_4d5,5180358,POINT (16.319408269268198 48.24553204177253),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_4d6,5180359,POINT (16.323800031854653 48.25076342500198),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_4d7,5180360,POINT (16.33624694155097 48.21181604174803),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_4d8,5180361,POINT (16.335065648146603 48.213844138670694),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_4d9,5180362,POINT (16.468439957748725 48.1941576085971),Trinkbrunnen,4,
